,title,index,discipline,year,context,files,correctAlternative,alternativesIntroduction,alternatives,dificuldade,tema,subassunto
204,Questão 164 - ENEM 2019,164,matematica,2019,"Um mestre de obras deseja fazer uma laje com espessura de 5 cm utilizando concreto usinado, conforme as dimensões do projeto dadas na figura. O concreto para fazer a laje será fornecido por uma usina que utiliza caminhões com capacidades máximas de 2m³, 5m³ e 10m³ de concreto.

![](https://enem.dev/2019/questions/164/ed128607-487b-4154-8a1b-3cc1bcc02a35.jpg)",['https://enem.dev/2019/questions/164/ed128607-487b-4154-8a1b-3cc1bcc02a35.jpg'],C,"Qual a menor quantidade de caminhões, utilizando suas capacidades máximas, que o mestre de obras deverá pedir à usina de concreto para fazer a laje?","[{'letter': 'A', 'text': 'Dez caminhões com capacidade máxima de 10 m³.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Cinco caminhões com capacidade máxima de 10 m³.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Um caminhão com capacidade máxima de 5 m³.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'Dez caminhões com capacidade máxima de 2 m³.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Um caminhão com capacidade máxima de 2 m³.', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,Volume e Área de Prismas / Unidades de Medida e Vazão
205,Questão 165 - ENEM 2019,165,matematica,2019,"O álcool é um depressor do sistema nervoso central e age diretamente em diversos órgãos. A concentração de álcool no sangue pode ser entendida como a razão entre a quantidade _**q**_ de álcool ingerido, medida em grama, e o volume de sangue, em litro, presente no organismo do indivíduo. Em geral, considera-se que esse volume corresponda ao valor numérico dado por 8% da massa corporal **_m_** desse indivíduo, medida em quilograma. De acordo com a Associação Médica Americana, uma concentração alcoólica superior a 0,4 grama por litro de sangue é capaz de trazer prejuízos à saúde do indivíduo.

_Disponível em: http://cisa.org.br._ _Acesso em: 1 dez. 2018 (adaptado)._",[],E,"A expressão relacionando q e m que representa a concentração alcoólica prejudicial à saúde do indivíduo, de acordo com a Associação Médica Americana, é","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2019/questions/165/ba0a23a6-915a-4461-8310-3aca3741ad1d.jpg', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2019/questions/165/b0a0c5d2-4770-40fc-822a-d7d826a2132b.jpg', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2019/questions/165/440296e3-1711-46e2-a640-4151c45ceee2.jpg', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2019/questions/165/df0a84a8-428b-4d06-9346-b6a1c34f12c1.jpg', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2019/questions/165/1a1d1fc2-bbc4-4442-a821-86875297945d.jpg', 'isCorrect': True}]",Média,Matemática Básica,Razão e Proporção
206,Questão 166 - ENEM 2019,166,matematica,2019,"Construir figuras de diversos tipos, apenas dobrando e cortando papel, sem cola e sem tesoura, é a arte do _origami_ (_ori_ = dobrar; _kami_ = papel), que tem um significado altamente simbólico no Japão.

A base do _origami_ é o conhecimento do mundo por base do tato. Uma jovem resolveu construir um cisne usando técnica do _origami_, utilizando uma folha de papel de 18 cm por 12 cm.

Assim, começou por dobrar a folha conforme a figura.

![](https://enem.dev/2019/questions/166/3133b67a-fdb3-4ce8-8371-67b7a04d89e4.png)",['https://enem.dev/2019/questions/166/3133b67a-fdb3-4ce8-8371-67b7a04d89e4.png'],D,"Após essa primeira dobradura, a medida do segmento AE é","[{'letter': 'A', 'text': '2√22 \u200bcm', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '6√3 \u200bcm', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '12cm.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '6√\u200b5\u200b\u200b cm', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '12√\u200b2 \u200bcm', 'file': None, 'isCorrect': False}]",Média,Geometria Plana,"Áreas de Figuras Planas (Quadrados, Retângulos, Triângulos, Círculos) / Teorema de Pitágoras"
207,Questão 167 - ENEM 2019,167,matematica,2019,"Os alunos de uma turma escolar foram divididos em dois grupos. Um grupo jogaria basquete, enquanto o outro jogaria futebol.

Sabe-se que o grupo de basquete é formado pelos alunos mais altos da classe e tem uma pessoa a mais do que o grupo de futebol.

A tabela seguinte apresenta informações sobre as alturas dos alunos da turma.

Os alunos P, J, F e M medem, respectivamente, 1,65m, 1,66m, 1,67m e 1,68m, e as suas alturas não são iguais a de nenhum outro colega da sala.

![](https://enem.dev/2019/questions/167/8df2118f-dc0e-4a87-9163-13821fa2e168.png)",['https://enem.dev/2019/questions/167/8df2118f-dc0e-4a87-9163-13821fa2e168.png'],C,"Segundo essas informações, argumenta-se que os alunos P, J, F e M jogaram, respectivamente,","[{'letter': 'A', 'text': 'Basquete, basquete, basquete, basquete.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Futebol, basquete, basquete, basquete.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Futebol, futebol, basquete, basquete.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'Futebol, futebol, futebol, basquete.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Futebol, futebol, futebol, futebol.', 'file': None, 'isCorrect': False}]",Média,Estatística e Probabilidade,Análise de Gráficos/Tabelas
208,Questão 168 - ENEM 2019,168,matematica,2019,"Uma empresa tem diversos funcionários. Um deles é o gerente, que recebe R$ 1000,00 por semana.  
Os outros funcionários são diaristas. Cada um trabalha 2 dias por semana, recebendo R$ 80,00 por dia trabalhado.",[],D,"Chamando de X a quantidade total de funcionários da empresa, a quantia Y, em reais, que esta empresa gasta semanalmente para pagar seus funcionários é expressa por","[{'letter': 'A', 'text': 'Y = 80X + 920.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Y = 80X + 1000.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Y = 80X + 1080.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Y = 160X + 840.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Y = 160X + 1000.', 'file': None, 'isCorrect': False}]",Média,Álgebra e Funções,Equações e Funções de 1º Grau
209,Questão 169 - ENEM 2019,169,matematica,2019,"Um aplicativo de relacionamentos funciona da seguinte forma: o usuário cria um perfil com foto e informações pessoais, indica as características dos usuários com quem deseja estabelecer contato e determina um raio de abrangência a partir da sua localização. O aplicativo identifica as pessoas que se encaixam no perfil desejado e que estão a uma distância do usuário menor ou igual ao raio de abrangência. Caso dois usuários tenham perfis compatíveis e estejam numa região de abrangência comum a ambos, o aplicativo promove o contato entre os usuários, o que é chamado de _match_.

O usuário P define um raio de abrangência com medida de 3 km e busca ampliar a possibilidade de obter um _match_ se deslocando para a região central da cidade, que concentra um maior número de usuários. O gráfico ilustra alguns bares que o usuário P costuma frequentar para ativar o aplicativo, indicados por I, II, III, IV e V.

Sabe-se que os usuários Q, R e S, cujas posições estão descritas pelo gráfico, são compatíveis com o usuário P, e que estes definiram raios de abrangência respectivamente iguais a 3 km, 2 km e 5 km.

![](https://enem.dev/2019/questions/169/ff47c4f5-3e9b-42b5-adf5-40b08eb93a07.jpg)",['https://enem.dev/2019/questions/169/ff47c4f5-3e9b-42b5-adf5-40b08eb93a07.jpg'],A,"Com base no gráfico e nas afirmações anteriores, em qual bar o usuário P teria a possibilidade de um match com os usuários R, R e S, simultaneamente?","[{'letter': 'A', 'text': 'I.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': 'II.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'III.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'IV.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'V.', 'file': None, 'isCorrect': False}]",Média,Geometria Plana,Áreas de Figuras Planas
210,Questão 170 - ENEM 2019,170,matematica,2019,"A bula de um antibiótico infantil, fabricado na forma de xarope, recomenda que sejam ministrados, diariamente, no máximo 500 mg desse medicamento para cada quilograma de massa do paciente. Um pediatra prescreveu a dosagem máxima desse antibiótico para ser ministrada diariamente a uma criança de 20 kg pelo período de 5 dias.

Esse medicamento pode ser comprado em frascos de 10 mL, 50 mL, 100 mL, 250 mL e 500 mL. Os pais dessa criança decidiram comprar a quantidade exata de medicamento que precisará ser ministrada no tratamento, evitando a sobra de medicamento.

Considere que 1 g desse medicamento ocupe um volume de 1 cm³.",[],B,"A capacidade do frasco, em mililitro, que esses pais deverão comprar é","[{'letter': 'A', 'text': '10', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '50', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '100', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '250', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '500', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção / Unidades de Medida
211,Questão 171 - ENEM 2019,171,matematica,2019,"Uma empresa confecciona e comercializa um brinquedo formado por uma locomotiva, pintada na cor preta, mais 12 vagões de iguais formato e tamanho, numerados de 1 a 12. Dos 12 vagões, 4 são pintados na cor vermelha, 3 na cor azul, 3 na cor verde e 2 na cor amarela. O trem é montado utilizando-se uma locomotiva e 12 vagões, ordenados crescentemente segundo suas  numerações, conforme ilustrado na figura.

![](https://enem.dev/2019/questions/171/c821eb9f-30e3-4fe1-84e7-8522a706223d.png)",['https://enem.dev/2019/questions/171/c821eb9f-30e3-4fe1-84e7-8522a706223d.png'],E,"De acordo com as possíveis variações nas colorações dos vagões, a quantidade de trens que podem ser montados, expressa por meio de combinações, é dada por","[{'letter': 'A', 'text': 'C412 x C312 x C312 x C212', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'C412 + C38 + C35 + C22', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'C412 x 2\xa0x C38 x C25', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'C412 + 2\xa0+ C312 + C312', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'C412 x C38 x C35 x C22', 'file': None, 'isCorrect': True}]",Difícil,Combinatória e Trigonometria,Combinação
212,Questão 172 - ENEM 2019,172,matematica,2019,"O gráfico a seguir mostra a evolução mensal das vendas de certo produto de julho a novembro de 2011.

![](https://enem.dev/2019/questions/172/4edb5f3b-3acb-4c8a-8f39-bdd23d843061.png)

Sabe-se que o mês de julho foi o pior momento da empresa em 2011 e que o número de unidades vendidas desse produto em dezembro de 2011 foi igual à média aritmética do número de unidades vendidas nos meses de julho a novembro do mesmo ano.

O gerente de vendas disse, em uma reunião da diretoria, que, se essa redução no número de unidades vendidas de novembro para dezembro de 2011 se mantivesse constante nos meses subsequentes, as vendas só voltariam a ficar piores que julho de 2011 apenas no final de 2012.",['https://enem.dev/2019/questions/172/4edb5f3b-3acb-4c8a-8f39-bdd23d843061.png'],D,"O diretor financeiro rebateu imediatamente esse argumento mostrando que, mantida a tendência, isso aconteceria já em","[{'letter': 'A', 'text': 'Janeiro.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Fevereiro.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'Março.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'Abril.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': 'Maio.', 'file': None, 'isCorrect': False}]",Difícil,Estatística e Probabilidade,Média / Análise de Gráficos
213,Questão 173 - ENEM 2019,173,matematica,2019,"Em um determinado ano, os computadores da receita federal de um país identificaram como inconsistentes 20% das declarações de imposto de renda que lhe foram encaminhadas.  
Uma declaração é classificada como inconsistente quando apresenta algum tipo de erro ou conflito nas informações prestadas. Essas declarações consideradas inconsistentes foram analisadas pelos auditores, que constataram que 25% delas eram fraudulentas.

Constatou-se, ainda, que, dentre as declarações que não apresentaram inconsistências, 6,25% eram fraudulentas.",[],E,"Qual é a probabilidade de, nesse ano, a declaração de um contribuinte ser considerada inconsistente, dado que ela era fraudulenta?","[{'letter': 'A', 'text': '0,0500', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '0,1000', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '0,1125', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '0,3125', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '0,5000', 'file': None, 'isCorrect': True}]",Difícil,Estatística e Probabilidade,Probabilidade Simples e Condicional
214,Questão 174 - ENEM 2019,174,matematica,2019,"A taxa de urbanização de um município é dada pela razão entre a população urbana e a população total do município (isto é, a soma das populações rural e urbana).

Os gráficos apresentam, respectivamente, a população urbana e a população rural de cinco municípios (I, II, III, IV, V) de uma mesma região estadual. Em reunião entre o governo do estado e os prefeitos desses municípios, ficou acordado que o município com maior taxa de urbanização receberá um investimento extra em infraestrutura.

![](https://enem.dev/2019/questions/174/0daf8f71-8278-440e-bd88-2dbf13acb2e0.png)",['https://enem.dev/2019/questions/174/0daf8f71-8278-440e-bd88-2dbf13acb2e0.png'],C,"Segundo o acordo, qual município receberá o investimento extra?","[{'letter': 'A', 'text': 'I.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'II.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'III.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'IV.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'V.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
215,Questão 175 - ENEM 2019,175,matematica,2019,"Uma construtora pretende conectar um reservatório central (Rc) em formato de um cilindro, com raio interno igual a 2 m e altura interna igual a 3,30 m, a quatro reservatórios cilíndricos auxiliares (R1, R2, R3 e R4), os quais possuem raios internos e alturas internas medindo 1,5 m.

![](https://enem.dev/2019/questions/175/6eeec785-2f50-4d22-b6da-0a4570b9f881.png)

As ligações entre o reservatório central e os auxiliares são feitas por canos cilíndricos com 0,10 m de diâmetro interno e 20 m de comprimento, conectados próximos às bases de cada reservatório.  
Na conexão de cada um desses canos com o reservatório central ha registros que liberam ou interrompem o fluxo de água.

No momento em que o reservatório central está cheio e os auxiliares estão vazios, abrem-se os quatro registros e, após algum tempo, as alturas das colunas de água nos reservatórios se igualam, assim que cessa o fluxo de água entre eles, pelo princípio dos vasos comunicantes.",['https://enem.dev/2019/questions/175/6eeec785-2f50-4d22-b6da-0a4570b9f881.png'],D,"A medida, em metro, das alturas das colunas de água nos reservatórios auxiliares, após cessar o fluxo de água entre eles, é","[{'letter': 'A', 'text': '1,44.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1,16', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1,10.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1,00.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '0,95.', 'file': None, 'isCorrect': False}]",Difícil,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas"
216,Questão 176 - ENEM 2019,176,matematica,2019,"Para construir uma piscina, cuja área total da superfície interna é igual a 40 m², uma construtora apresentou o seguinte orçamento:

• R$ 10 000,00 pela elaboração do projeto;

• R$ 40 000,00 pelos custos fixos;

• R$ 2 500,00 por metro quadrado para construção da área interna da piscina.

Após a apresentação do orçamento, essa empresa decidiu reduzir o valor de elaboração do projeto em 50%, mas recalculou o valor do metro quadrado para a construção da área interna da piscina, concluindo haver a necessidade de aumentá-lo em 25%. Além disso, a construtora pretende dar um desconto nos custos fixos, de maneira que o novo valor do orçamento seja reduzido em 10% em relação ao total inicial.",[],D,O percentual de desconto que a construtora deverá conceder nos custos fixos é de,"[{'letter': 'A', 'text': '23,3%.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '25,0%.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '50,0%.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '87,5%.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '100,0%.', 'file': None, 'isCorrect': False}]",Difícil,Matemática Básica,Porcentagem
217,Questão 177 - ENEM 2019,177,matematica,2019,"Um grupo de engenheiros está projetando um motor cujo esquema de deslocamento vertical do pistão dentro da câmara de combustão esta representado na figura.

descreve como varia a altura h, medida em centímetro, da parte superior do pistão dentro da câmara de combustão, em função do tempo t, medido em segundo. Nas figuras estão indicadas as alturas do pistão em dois instantes distintos.

O valor do parâmetro β, que é dado por um número inteiro positivo, está relacionado com a velocidade de deslocamento do pistão. Para que o motor tenha uma boa potência, é necessário e suficiente que, em menos de 4 segundos após o início do funcionamento (instante t = 0), a altura da base do pistão alcance por três vezes o valor de 6 cm.

Para os cálculos, utilize 3 como aproximação para π.

![](https://enem.dev/2019/questions/177/000e6ab5-5267-4411-a21d-3c05d89f2832.png)",['https://enem.dev/2019/questions/177/000e6ab5-5267-4411-a21d-3c05d89f2832.png'],D,"O menor valor inteiro a ser atribuído ao parâmetro β, de forma que o motor a ser construído tenha boa potência, é","[{'letter': 'A', 'text': '1.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '2.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '4.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '5.', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '8.', 'file': None, 'isCorrect': False}]",Difícil,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
218,Questão 178 - ENEM 2019,178,matematica,2019,"Um comerciante, que vende somente pastel, refrigerante em lata e caldo de cana em copos, fez um levantamento das vendas realizadas durante a semana. O resultado desse levantamento está apresentado no gráfico.

![](https://enem.dev/2019/questions/178/91a4ab56-2851-496f-9121-d38813d52781.png)

Ele estima que venderá, em cada dia da próxima semana, uma quantidade de refrigerante em lata igual à soma das quantidades de refrigerante em lata e caldo de cana em copos vendidas no respectivo dia da ultima semana.

Quanto aos pastéis, estima vender, a cada dia da próxima semana, uma quantidade igual à quantidade de refrigerante em lata que prevê vender em tal dia. Já para o número de caldo de cana em copos, estima que as vendas diárias serão iguais às da ultima semana.",['https://enem.dev/2019/questions/178/91a4ab56-2851-496f-9121-d38813d52781.png'],B,"Segundo essas estimativas, a quantidade a mais de pastéis que esse comerciante deve vender na próxima semana é","[{'letter': 'A', 'text': '20.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '27.', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '44.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '55.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '71.', 'file': None, 'isCorrect': False}]",Média,Estatística e Probabilidade,Análise de Gráficos/Tabelas
219,Questão 179 - ENEM 2019,179,matematica,2019,"Nos seis cômodos de uma casa há sensores de presença posicionados de forma que a luz de cada cômodo acende assim que uma pessoa nele adentra, e apaga assim que a pessoa se retira desse cômodo. Suponha que o acendimento e o desligamento sejam instantâneos.

O morador dessa casa visitou alguns desses cômodos, ficando exatamente um minuto em cada um deles. O gráfico descreve o consumo acumulado de energia, em watt x minuto, em função do tempo t, em minuto, das lâmpadas de LED dessa casa, enquanto a figura apresenta a planta baixa da casa, na qual os cômodos estão numerados de 1 a 6, com as potências das respectivas lâmpadas indicadas.

![](https://enem.dev/2019/questions/179/3c23edf9-5531-4ae5-b328-9b0a6b31fdc1.png)",['https://enem.dev/2019/questions/179/3c23edf9-5531-4ae5-b328-9b0a6b31fdc1.png'],A,"A sequência de deslocamento pelos cômodos, conforme o consumo de energia apresentado no gráfico, é","[{'letter': 'A', 'text': '1 → 4 → 5 → 4 → 1 → 6 → 1 → 4', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '1 → 2 → 3 → 1 → 4 → 1 → 4 → 4', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1 → 4 → 5 → 4 → 1 → 6 → 1 → 2 → 3', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1 → 2 → 3 → 5 → 4 → 1 → 6 → 1 → 4', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '1 → 4 → 2 → 3 → 5 → 1 → 6 → 1 → 4', 'file': None, 'isCorrect': False}]",Média,Estatística e Probabilidade,Análise de Gráficos/Tabelas
220,Questão 180 - ENEM 2019,180,matematica,2019,"Um casal planejou uma viagem e definiu como teto para o gasto diário um valor de até R$ 1 000,00. Antes de decidir o destino da viagem, fizeram uma pesquisa sobre a taxa de câmbio vigente para as moedas de cinco países que desejavam visitar e também sobre as estimativas de gasto diário em cada um, com o objetivo de escolher o destino que apresentasse o menor custo diário em real.

O quadro mostra os resultados obtidos com a pesquisa realizada.

![](https://enem.dev/2019/questions/180/8813c78d-9c4b-4850-bbd4-f5591bd28537.png)",['https://enem.dev/2019/questions/180/8813c78d-9c4b-4850-bbd4-f5591bd28537.png'],A,"Nessas condições, qual será o destino escolhido para a viagem?","[{'letter': 'A', 'text': 'Austrália.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': 'Canadá.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'EUA.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'França.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'Reino Unido.', 'file': None, 'isCorrect': False}]",Fácil,Matemática Básica,Razão e Proporção
221,Questão 136 - ENEM 2018,136,ciencias-humanas,2018,"A Transferência Eletrônica Disponível (TED) é uma transação financeira de valores entre diferentes bancos. Um economista decide analisar os valores enviados por meio de TEDs entre cinco bancos (1, 2, 3, 4 e 5) durante um mês. Para isso, ele dispõe esses  valores em uma matriz A = \[aij\], em que ![1 \leq i \leq 5](https://enem.dev/2018/questions/136/23c2a29c-f447-4817-ac9b-03321d6090a0.latex) e ![1 \leq j \leq 5](https://enem.dev/2018/questions/136/c8fdaeee-1c56-433d-a4dc-b2c1e43a94a4.latex), e o elemento aij corresponde ao total proveniente das operações feitas via TED, em milhão de real, transferidos do banco _i_ para o banco _j_ durante o mês. Observe que os elementos a_ij_ \= 0, uma vez que TED é uma transferência entre bancos distintos. Esta é a matriz obtida para essa análise:

![](https://enem.dev/2018/questions/136/d3c26019-2157-4edf-8f8b-6e53f876deab.png)","['https://enem.dev/2018/questions/136/23c2a29c-f447-4817-ac9b-03321d6090a0.latex', 'https://enem.dev/2018/questions/136/c8fdaeee-1c56-433d-a4dc-b2c1e43a94a4.latex', 'https://enem.dev/2018/questions/136/d3c26019-2157-4edf-8f8b-6e53f876deab.png']",A,"Com base nessas informações, o banco que transferiu a maior quantia via TED é o banco","[{'letter': 'A', 'text': '1.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '2.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '4.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '5.', 'file': None, 'isCorrect': False}]",Fácil,Matemática Básica,Análise de Gráficos/Tabelas
222,Questão 137 - ENEM 2018,137,matematica,2018,"Um contrato de empréstimo prevê que quando uma parcela é paga de forma antecipada, conceder-se-á uma redução de juros de acordo com o período de antecipação. Nesse caso, paga-se o valor presente, que é o valor, naquele momento, de uma quantia que deveria ser paga em uma data futura. Um valor presente _P_ submetido a juros compostos com taxa _i_, por um período de tempo _n_, produz um valor futuro _V_ determinado pela fórmula:

![](https://enem.dev/2018/questions/137/477c2dff-f10a-4655-bf0c-8a3babc99e12.png)

Em um contrato de empréstimo com sessenta parcelas fixas mensais, de R$820,00, a uma taxa de juros de 1,32% ao mês, junto com a trigésima parcela será paga antecipadamente uma outra parcela, desde que o desconto seja superior a 25% do valor da parcela.

Utilize 0,2877 como aproximação para In ![](https://enem.dev/2018/questions/137/2061f394-d117-48f8-a334-f76269a6c036.png) e 0,0131 como aproximação para In (1,0132).","['https://enem.dev/2018/questions/137/477c2dff-f10a-4655-bf0c-8a3babc99e12.png', 'https://enem.dev/2018/questions/137/2061f394-d117-48f8-a334-f76269a6c036.png']",C,A primeira das parcelas que poderá ser antecipada junto com a 30ª é a,"[{'letter': 'A', 'text': '56ª', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '55ª', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '52ª', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '51ª', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '45ª', 'file': None, 'isCorrect': False}]",Difícil,Álgebra e Funções,Funções Exponenciais e Logarítmicas
223,Questão 138 - ENEM 2018,138,matematica,2018,"Um jogo pedagógico utiliza-se de uma interface algébrico-geométrica do seguinte modo: os alunos devem eliminar os pontos do plano cartesiano dando “tiros”, seguindo trajetórias que devem passar pelos pontos escolhidos. Para dar os tiros, o aluno deve escrever em uma janela do programa a equação cartesiana de uma reta ou de uma circunferência que passa pelos pontos e pela origem do sistema de coordenadas. Se o tiro for dado por meio da equação da circunferência, cada ponto diferente da origem que for atingido vale 2 pontos. Se o tiro for dado por meio da equação de uma reta, cada ponto diferente da origem que for atingido vale 1 ponto. Em uma situação de jogo, ainda restam os  seguintes pontos para serem eliminados: A(0 ; 4), 6(4 ; 4), C(4 ; 0), D(2 ; 2) e E(0; 2).

![](https://enem.dev/2018/questions/138/da8a254c-332c-4417-b998-1bde73398c79.png)",['https://enem.dev/2018/questions/138/da8a254c-332c-4417-b998-1bde73398c79.png'],E,"Passando pelo ponto A, qual equação forneceria a maior pontuação?","[{'letter': 'A', 'text': 'X = 0', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'Y = 0', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'X² + y² =16', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': 'X² + (y-2)² = 4', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '(x -2 )² + ( y - 2 )² = 8', 'file': None, 'isCorrect': True}]",Difícil,Álgebra e Funções,Equações e Funções de 1º e 2º Grau
224,Questão 139 - ENEM 2018,139,matematica,2018,"Sobre um sistema cartesiano considera-se uma malha formada por circunferências de raios com medidas dadas por números naturais e por 12 semirretas com extremidades na origem, separadas por ângulos de ![](https://enem.dev/2018/questions/139/d84b3e68-0894-4239-a9ec-c8e469562e5c.png) conforme a figura.

![](https://enem.dev/2018/questions/139/156b89f8-d720-4f70-a5d9-81bbfe878262.png)

Suponha que os objetos se desloquem apenas pelas semirretas e pelas circunferências dessa malha, não podendo passar pela origem (0;0).  
Considere o valor de _π_ com aproximação de, pelo menos, uma casa decimal.","['https://enem.dev/2018/questions/139/d84b3e68-0894-4239-a9ec-c8e469562e5c.png', 'https://enem.dev/2018/questions/139/156b89f8-d720-4f70-a5d9-81bbfe878262.png']",A,"Para realizar o percurso mais curto possível ao longo da malha, do ponto B até o ponto A, um objeto deve percorrer uma distância igual a:","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2018/questions/139/1d1d2cb9-d3f2-40bd-8788-ceb1aaaf1252.png', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2018/questions/139/3d56d354-9153-49b1-bfe6-34dba6a2b043.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2018/questions/139/6adf9c16-37c7-4686-89e7-dc05a22c1a47.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2018/questions/139/8161d961-7997-4971-b30d-427924fc0ac8.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2018/questions/139/aa89cb88-6296-4a65-8d57-ebe259edc4b0.png', 'isCorrect': False}]",Média,Geometria Plana,Áreas de Figuras Planas (Círculos)
